PaperID,id,title,abstract,year
146,1246,Design of a Robust Classification Fusion Platform for Structural Health Diagnostics,"Efficient health diagnostics provides benefits such as improved safety, improved reliability, and reduced costs for the operation and maintenance of engineered systems. This paper presents a multi-attribute classification fusion approach which leverages the strengths provided by multiple membership classifiers to form a robust classification model for structural health diagnostics. Health diagnosis using the developed approach consists of three primary steps: (i) fusion formulation using a k-fold cross validation model; (ii) diagnostics with multiple multi-attribute classifiers as member algorithms; and (iii) classification fusion through a weighted majority voting with dominance system. State-of-the-art classification techniques from three broad categories (i.e., supervised learning, unsupervised learning, and statistical inference) were employed as the member algorithms. The proposed classification fusion approach is demonstrated with a bearing health diagnostics problem. Case study results indicated that the proposed approach outperforms any stand-alone member algorithm with better diagnostic accuracy and robustness.",2013
147,1247,Computerized Systematic Approach to Fault Tree Analysis Based on Quantity Dimension Indexing,"Fault tree analysis (FTA) is an effective method of ensuring the security and safety of the product by identifying all the possible causes of the problem and fixing them. However, it is not easy for a designer to construct a complete fault tree about various physical phenomena without any misunderstanding or oversight, and some computerized method of managing (i.e., storing, searching and utilizing) knowledge about FTA is needed. To solve the problem, the authors have proposed and studied a method and software tool for knowledge management of FTA based on quantity dimension indexing as a design knowledge management method to avoid ambiguity of literal expression about physical phenomena. In the previous method and software, however, fault values of quantities were limited as just above- and below-normal, and dynamic phenomena such as oscillation could not be described. In this paper, the authors introduce a systematically classified definition of fault values as above/below normal, one-side/both-sides, constant/varying, monotonic/non-monotonic and sudden/gradual, and expand the computerized systematic approach to FTA. Feasibility of the method was examined by applying it to fault tree examples made in a company.",2013
148,1248,A Copula-Based Sampling Method for Data-Driven Prognostics and Health Management,"This paper develops a Copula-based sampling method for data-driven prognostics and health management (PHM). The principal idea is to first build statistical relationship between failure time and the time realizations at specified degradation levels on the basis of off-line training data sets, then identify possible failure times for on-line testing units based on the constructed statistical model and available on-line testing data. Specifically, three technical components are proposed to implement the methodology. First of all, a generic health index system is proposed to represent the health degradation of engineering systems. Next, a Copula-based modeling is proposed to build statistical relationship between failure time and the time realizations at specified degradation levels. Finally, a sampling approach is proposed to estimate the failure time and remaining useful life (RUL) of on-line testing units. Two case studies, including a bearing system in electric cooling fans and a 2008 IEEE PHM challenge problem, are employed to demonstrate the effectiveness of the proposed methodology.",2013
149,1249,A Heat Transfer Model for the Conceptual Design of a Biomass Cookstove for Developing Countries,"The use of biomass cookstoves to meet household energy needs has a profound impact on the life and health of individuals, families, and communities in the developing world. This paper introduces an experimentally validated heat transfer analysis model for use during the conceptual design process of a biomass cookstove to be used in the developing world. This steady-state model of a shielded, natural-draft biomass cookstove fitted with a flat-bottomed pot with pot-shield was developed using published experimental data that included 63 variations of 15 operating, geometrical, and material variables. The model provides the essential information needed to support decision making during the cookstove conceptual design process by predicting heat transfer efficiency as a function of stove geometry, construction material, firepower, and fuel moisture content.",2013
150,1250,Eight Principles Derived From the Engineering Literature for Effective Design for the Developing World,"This paper reviews the findings of several engineering researchers and practitioners on the topic of design for the developing world. We arrange these findings into eight guiding principles aimed at helping those who are searching for effective and sustainable approaches for design for the developing world. The findings reviewed come from the mechanical engineering discipline, as well as from other engineering disciplines. For each principle, we provide references to various studies as a means of supporting the principle. We also provide a detailed example of each principle. Finally, based on our own experience and based on the many papers reviewed, we provide a succinct list of suggestions for using each principle. Ultimately, we believe that the stated principles help overcome the challenges of design for the developing world, which are often dominated by designer unfamiliarity with poverty and foreign culture, as well as by the constraint of extreme affordability.",2013
151,1251,Establishing Consumer Need and Preference for Design of Village Cooking Stoves,"In some villages the use of wood cooking stoves accounts for more than three-quarters of total village energy use. Because of this the design of clean, affordable, and desirable cooking stoves can have a dramatic impact on human health and the local economy. Unfortunately, too often development projects fail. For example, an estimated 30% of water projects in sub-Saharan Africa have failed prematurely in the last 20 years, and only 10% of cooking stove programs started in the 1980s were operational two years after startup. Similar anecdotal evidence suggests a mixed record of success for other energy, infrastructure, health, and sanitation projects in the developing world. In part, these failures occur because of a lack of design questions and design methods to identify consumer need and preference during the problem definition phase of the product design. Because isolated rural villages are generally far from the design engineers’ previous experiences it is even more important to gather in-depth primary data in isolated rural villages. Based on data collected during in-depth field visits to villages in rural West Africa during a village energy study this paper proposes a structured process for collecting the data necessary to design cookstoves that meet local needs, fit within local contexts, and create an aspirational experience that fosters a sustainable solution.",2013
152,1252,Techno-Economic Design of Off-Grid Domestic Lighting Solutions Using HOMER,"Kerosene, candles, and disposable batteries are commonplace in the developing world for rural domestic lighting. These technologies come with negative health and environmental effects that are well documented and often form the basis for engineering design. The immediate and near-term concerns that families experience on a daily basis are also important — economics, quality of light, and quality of service. Families in off-grid rural villages often spend more than half of their energy-related expenditures on domestic lighting. Many technologies have been implemented to provide low-cost and renewable power for lighting, yet these efforts have had a mixed record of success due to persistent financial barriers, issues of consumer acceptance and adoption, and a variety of technical complications. The incidence of these problems can be reduced by completing a techno-economic comparison of alternatives during conceptual design. This paper compares three major categories of off-grid domestic lighting projects: (1) centralized electrification with a micro-grid, (2) battery charging stations, and (3) solar lanterns. The HOMER Energy software is used to compare these options using data gathered from rural villages in Africa. To offer a comparison to existing options available, this paper provides a full financial comparison to a base case — kerosene lanterns — to suggest financing strategies and business models for the options investigated.",2013
153,1253,Structural Complexity Quantification for Engineered Complex Systems and Implications on System Architecture and Design,"The complexity of today’s highly engineered products is rooted in the interwoven architecture defined by its components and their interactions. Such structures can be viewed as the adjacency matrix of the associated dependency network representing the product architecture. To evaluate a complex system or to compare it to other systems, numerical assessment of its structural complexity is essential. In this paper, we develop a quantitative measure for structural complexity and apply the same to real-world engineered systems like gas turbine engines. It is observed that low topological complexity implies centralized architectures and that higher levels of complexity generally indicate highly distributed architectures. We posit that the development cost varies non-linearly with structural complexity. Empirical evidence of such behavior is presented from the literature and preliminary results from simple experiments involving assembly of simple structures further strengthens our hypothesis. We demonstrate that structural complexity and modularity are not necessarily negatively correlated using a simple example. We further discuss distribution of complexity across the system architecture and its strategic implications for system development efforts.",2013
154,1254,Utilizing Emergent Levels to Facilitate Complex Systems Design: Demonstrated in a Synthetic Biology Domain,"Designing complex systems often requires consideration of many components interacting across vast scales of space and time, thus producing highly challenging design spaces to search. In particular, nano-based technologies may require considerations of how nanoscale (10",2013
155,1255,Evolutionary Design of Cellular Self-Organizing Systems,"In this paper, a genetic algorithm (GA) is used to discover interaction rules for a cellular self-organizing (CSO) system. The CSO system is a group of autonomous, independent agents that perform tasks through self-organization without any central controller. The agents have a local neighborhood of sensing and react only to other agents within this neighborhood. Their interaction rules are a simple set of direction vectors based on a flocking model. The five local interaction rules are assigned relative weights, and the agents self-organize to display some emergent behavior at the system level. The engineering challenge is to identify which sets of local rules will cause certain desired global behaviors. The global required behaviors of the system, such as flocking or exploration, are translated into a fitness function that can be evaluated at the end of a multi-agent based simulation run. The GA works by tuning the relative weights of the local interaction rules so that the desired global behavior emerges, judged by the fitness function. The GA approach is shown to be successful in tuning the weights of these interaction rules on simulated CSO systems, and, in some cases, the GA actually evolved qualitatively different local interaction “strategies” that displayed equivalent emergent capabilities.",2013
156,1256,Probabilistic Design of Smart Sensing Functions for Structural Health Monitoring and Prognosis,"Significant technological advances in sensing and communication promote the use of large sensor networks to monitor structural systems, identify damages, and quantify damage levels. Prognostics and health management (PHM) technique has been developed and applied for a variety of safety-critical engineering structures, given the critical needs of the structure health state awareness. The PHM performance highly relies on real-time sensory signals which convey the structural health relevant information. Designing an optimal structural sensor network (SN) with high detectability is thus of great importance to the PHM performance. This paper proposes a generic SN design framework using a detectability measure while accounting for uncertainties in material properties and geometric tolerances. Detectability is defined to quantify the performance of a given SN. Then, detectability analysis will be developed based on structural simulations and health state classification. Finally, the generic SN design framework can be formulated as a mixed integer nonlinear programming (MINLP) using the detectability measure and genetic algorithms (GAs) will be employed to solve the SN design optimization problem. A power transformer study will be used to demonstrate the feasibility of the proposed generic SN design methodology.",2013
157,1257,Resilient Design of Complex Engineered Systems,"This paper presents a complex network and graph spectral approach to calculate the resiliency of complex engineered systems. Resiliency is a key driver in how systems are developed to operate in an unexpected operating environment, and how systems change and respond to the environments in which they operate. This paper deduces resiliency properties of complex engineered systems based on graph spectra calculated from their adjacency matrix representations, which describes the physical connections between components in a complex engineered systems. In conjunction with the adjacency matrix, the degree and Laplacian matrices also have eigenvalue and eigenspectrum properties that can be used to calculate the resiliency of the complex engineered system. One such property of the Laplacian matrix is the algebraic connectivity. The algebraic connectivity is defined as the second smallest eigenvalue of the Laplacian matrix and is proven to be directly related to the resiliency of a complex network. Our motivation in the present work is to calculate the algebraic connectivity and other graph spectra properties to predict the resiliency of the system under design.",2013
158,1258,Descriptor-Based Methodology for Designing Heterogeneous Microstructural Materials System,"In designing a microstructural materials system, there are several key questions associated with design representation, design evaluation, and design synthesis: how to quantitatively represent the design space of a heterogeneous microstructure system using a small set of design variables, how to efficiently reconstruct statistically equivalent microstructures for design evaluation, and how to quickly search for the optimal microstructure design to achieve the desired material properties. This paper proposes a new descriptor-based methodology for designing microstructural materials systems. A descriptor-based characterization method is proposed to provide a quantitative representation of material morphology using a small set of microstructure descriptors covering features of material composition, dispersion status, and phase geometry at different levels of representation. A descriptor-based multi-phase microstructure reconstruction algorithm is developed which allows efficient stochastic reconstruction of microstructures for Finite Element Analysis (FEA) of material behavior. The choice of descriptors for polymer nanocomposites is verified by establishing a mapping between the finite set of descriptors and the infinite dimensional correlation function. Finally, the descriptor-based representation allows the use of parametric optimization approach to search the optimal microstructure design that meets the target material properties. To improve the search efficiency, this paper employs state-of-the-art computational design methods such as Design of Experiment (DOE), metamodeling, statistical sensitivity analysis, and multi-objective optimization. The proposed methodology is demonstrated using the design of a polymer nanocomposites system.",2013
159,1259,Design Methods for Integrated Design of Blast Resistance Panels and Materials,"Integrated Materials and Products Design (IMPD) differs in the way that materials as well as product layout are designed or optimized in a concurrent manner to meet design requirements. IMPD allows the specific performance required in a product to be achieved by tailoring materials and product, since system performance will not be limited by a pre-chosen material employed in conventional, material-selection-based design. In this study, Blast Resistance Panels (BRPs) with square honeycomb core are designed based on this new design approach to further enhance the performance of BRPs.",2013
160,1260,An Energy-Based Design Approach for a Meso-Structure With High Shear Flexure,"This paper presents a design approach for developing meso-structure for high shear flexure in considering distribution of strain energy for a unit cell. Currently, flexible components are often designed with elastomers to take advantage of their unique properties of low shear modulus and high elongation. However, elastomers exhibit high loss modulus at a high frequency when they are subjected to cyclic loading. As a design requirement to find an alternative material in one of the sub systems in the extraterrestrial rover, materials with high elongation but low energy loss is investigated using a meso-structure design approach. In this paper, an approach to design a meso-structure exhibiting shear flexure is developed by conducting comparative studies of shear flexure on three equivalent configurations: auxetic, honeycomb, and sinusoidal. Based on this comparative study, a new hypothesis is proposed that specific strain energy distribution pattern in these meso-structure has a direct impact on the high shear flexure performance. This proposition is verified by developing a new meso-structure, termed ‘S’-Type, which is compared with auxetic and sinusoidal auxetic meso-structures on their shear flexure ability. It is shown from this comparative analysis that the ‘S’-Type meso-structure exhibits higher shear flexure than the other two meso-structures at 5, 10, 20, and 40 MPa of effective shear moduli. Hence, based on this result, a four-step design approach is proposed to design future meso-structures with high shear flexure.",2013
161,1261,A Comparison of Design Approaches to Meso-Structure Development,"The design protocols of meso-structures to satisfy given properties have been an interesting area in material science. Having various mechanical properties by modifying the topology of unit cells is a major issue in developing new meso-structures. This paper reviews different design methodologies to design meso-structures. For each method, an algorithm is presented and compared. Computational methods including topology optimization, parametric optimization, and synthesis methods are among the most popular methods for design meso-structures. Ultimately, it is found that there is a gap in systematic design methods for developing new meso-structure architectures as the current methods are limited to parametric sizing and selection. This gap will be addressed in future research.",2013
162,1262,The Boundary Smoothing in Discrete Topology Optimization of Structures,"In discrete topology optimization, material state is either solid or void and there is no topology uncertainty caused by intermediate material state. A common problem of the current discrete topology optimization is that boundaries are unsmooth. Unsmooth boundaries are caused by corners in topology solutions. Although the outer corner cutting and inner corner filling strategy can mitigate corners, it cannot eliminate them. 90-degree corners are usually mitigated to 135-degree corners under the corner handling strategy. The existence of corners in topology solutions is because of the subdivision model. If regular triangles are used to subdivide design domains, corners are inevitable in topology solutions. To eradicate corner from any topology solution, a subdivision model is introduced in this paper for the discrete topology optimization of structures. The design domain is discretized into quadrilateral design cells and every quadrilateral design cell is further subdivided into triangular analysis cells that have a curved hypotenuse. With the presented subdivision model, all boundaries and connections are smooth in any topology solution. The proposed subdivision approach is demonstrated by two discrete topology optimization examples of structures.",2013
163,1263,Multiscale Topology Optimization of Structures and Periodic Cellular Materials,"The introduction of cellular materials models in topology optimization allows designers to achieving significant weight reductions in structural applications. However, higher material savings and increased performance can be achieved if the material and the structure topologies are concurrently designed. The objective of this paper is to incorporate and establish a design methodology to obtaining optimal macro-scale structures and the corresponding optimal meso-scale periodic material designs in continuum design domains. The proposed approach makes use of homogenization theory to establish communication bridges between both material and structural scales. The periodicity constraint makes such cellular materials manufacturable. Penalization methods are used to obtaining binary solutions in both scales. This proposed methodology is demonstrated in the design of compliant mechanisms and structures of minimum compliance. The results demonstrate potential benefits when this multi-scale design algorithm when applied to the design of ultra-lightweight structures.",2013
164,1264,Hierarchical Design of Composite Materials With Negative Stiffness Inclusions Using a Bayesian Network Classifier,"Recent research in the field of composite materials has shown that it is theoretically possible to produce composite materials with macroscopic mechanical stiffness and loss properties that surpass those of conventional composites. This research explores the possibility of designing and fabricating these composite materials by embedding small volume fractions of negative stiffness inclusions in a continuous host material. Achieving high stiffness and loss from these materials by design, however, is a nontrivial task. This paper presents a hierarchical multiscale material model for these materials, coupled with a set-based, multilevel design approach based on Bayesian network classifiers. Bayesian network classifiers are used to map promising regions of the design space at each hierarchical modeling level, and then the maps are intersected to identify sets of multilevel or multiscale solutions that are likely to provide desirable system performance. Length scales range from the behavior of the structured microscale negative stiffness inclusions to the effective properties of mesoscale composite materials to the performance of an illustrative macroscale component — a vibrating beam coated with the high stiffness, high loss composite material.",2013
165,1265,Application of Regional Strain Energy in Topology Optimization With Inertia Relief Analysis,"In finite element analysis, inertia relief solves the response of an unconstrained structure subject to constant or slowly varying external loads with static analysis computational cost. It is very attractive to utilize it in topology optimization to design structures under unbalanced loads, such as in impact and drop phenomena. In this paper, regional strain energy formulation and inertia relief is integrated into topology optimization to design protective structure under unbalanced loads. For background, the equations of inertia relief are introduced and a commonly used solving method is revisited. Then the regional strain energy formulation for topology optimization with inertia relief is proposed and its sensitivity is derived from the adjoint method. Based on the solving method, the sensitivity is evaluated term by term to simplify the results. The simplified sensitivity can be calculated easily using the output of commercial finite element packages. Finally, the effectiveness of this formulation is shown in the first example and the proposed regional strain energy formulation for topology optimization with inertia relief are presented and discussed in the protective structure design examples.",2013
166,1266,Ceramic Matrix Composite Materials by Design Using Robust Variable Fidelity Optimization,"Ceramic matrix composites (CMC) have been widely studied to tailor desired properties at high temperatures. However, research applications involving design tool development for multi-phase material design are at an early stage of development. While numerical CMC modeling provides significant insight on the material performance, the computational cost of the numerical simulations and the type of variables involved in these models are a hindrance for the effective application of design methods. This technical challenge heightens with the need of considering the uncertainty of material processing and service. For this reason, few design researchers have addressed the design paradox that accompanies the rapid design space expansion in CMC material design.",2013
167,1267,Early-Stage Design of Rheologically Complex Materials via Material Function Design Targets,"Rheological material properties are high-dimensional function-valued quantities, such as frequency-dependent viscoelastic moduli or non-Newtonian shear viscosity. Here we describe a process to model and optimize design targets for such rheological material functions. For linear viscoelastic systems, we demonstrate that one can avoid specific a priori assumptions of spring-dashpot topology by writing governing equations in terms of a time-dependent relaxation modulus function. Our approach embraces rheological design freedom, connecting system-level performance to optimal material functions that transcend specific material classes or structure. This technique is therefore material agnostic, applying to any material class including polymers, colloids, metals, composites, or any rheologically complex material. These early-stage design targets allow for broadly creative ideation of possible material solutions, which can then be used for either material-specific selection or later-stage design of novel materials.",2013
168,1268,Continuous Preference Trend Mining for Optimal Product Design With Multiple Profit Cycles,"Product and design analytics is emerging as a promising area for the analysis of large-scale data and reflection of the extracted knowledge for the design of optimal system. The Continuous Preference Trend Mining (CPTM) algorithm and a framework that are proposed in this study address some fundamental challenges in the context of product and design analytics. The first contribution is the development of a new predictive trend mining technique that captures a hidden trend of customer purchase patterns from large accumulated transactional data. Different from traditional, static data mining algorithms, the CPTM does not assume the stationarity, and dynamically extract valuable knowledge of customers over time. By generating trend embedded future data, the CPTM algorithm not only shows higher prediction accuracy in comparison with static models, but also provide essential properties that could not be achieved with a previous proposed model: avoiding an over-fitting problem, identifying performance information of constructed model, and allowing a numeric prediction. The second contribution is a predictive design methodology in the early design stage. The framework enables engineering designers to optimize product design over multiple life cycles while reflecting customer preferences and technological obsolescence using the CPTM algorithm. For illustration, the developed framework is applied to an example of tablet PC design in leasing market and the result shows that the selection of optimal design is achieved over multiple life cycles.",2013
169,1269,Visual HDMR Model Refinement Through Iterative Interaction,"In engineering design, time-consuming simulations may be needed to find the input-output relationship of a system. High Dimensional Model Representation (HDMR) alleviates the need for intensive simulation by approximating the system’s design space with a surrogate model. Although HDMR can provide an overview, specific regions of interest to the designer may require higher accuracy. This paper presents a tool to visualize and interactively improve HDMR accuracy in specified regions of the design space. Regions of the HDMR are selected by iterative brushing in two-dimensional scatterplot planes. Once a region is chosen, designers may concentrate sampling within its bounds to improve the model locally. Regions can be also improved by modeling the error with a localized radial basis function (RBF) metamodel. The effect of local refinement was further evaluated with localized performance metrics. Testing of the tool shows that it can effectively display and improve HDMR models in regions of interest, if there are variables which have a dominating influence on the output.",2013
170,1270,Design Analytics in Consumer Product Design: A Simulated Study,"A growing area of research in the engineering community is the use of data and analytics for transforming information into knowledge to design better systems, products, and processes. Data-driven decisions can be made in the early, middle, and late stages in a design process where customer needs are identified and understood, a final concept for a design is chosen, and usage data from the deployed product is captured, respectively. Design Analytics (DA) is a paradigm for improving the core information-to-knowledge transformations in these stages of a design process resulting in better performing and functioning products that reflect both explicit and implicit customer needs. In this paper, a simulator is used to model usage of a hypothetical refrigerator and generate artificial data driven by four different customer behavior profiles with variation. The population of customers is randomly divided among the four behavior profiles so that the underlying customer preferences are unknown to the experimenter prior to data analysis. The purpose of the simulation is to illustrate the use of DA in the late stage of a design process to improve the transition from an existing product to the next generation product. Metrics are developed to analyze the product usage data, and both prevailing and subtle usage trends are identified. After conclusions are made, the study proceeds to the early and middle stages of a subsequent design process where a hypothetical next-generation refrigerator is conceptualized.",2013
171,1271,A Simulation Based Estimation of Crowd Ability and its Influence on Crowdsourced Evaluation of Design Concepts,"Crowdsourced evaluation is a promising method for evaluating attributes of design concepts that require human input. One factor in obtaining good evaluations is the ratio of high-ability to low-ability participants within the crowd. In this paper we introduce a Bayesian network model capable of finding participants with high design evaluation ability, so that their evaluations may be weighted more than those of the rest of the crowd. The Bayesian network model also estimates a score of how well each design concept performs with respect to a design attribute without knowledge of the true scores. Monte Carlo simulation studies tested the quality of the estimations on a variety of crowds consisting of participants with different evaluation ability. Results suggest that the Bayesian network model estimates design attribute performance scores much closer to their true values than simply weighting the evaluations from all participants in the crowd equally. This finding holds true even when the group of high ability participants is a small percentage of the entire crowd.",2013
172,1272,A Scalable Preference Elicitation Algorithm Using Group Generalized Binary Search,"We examine the problem of eliciting the most preferred designs of a user from a finite set of designs through iterative pairwise comparisons presented to the user. The key challenge is to select proper queries (i.e., presentations of design pairs to the user) in order to minimize the number of queries. Previous work formulated elicitation as a blackbox optimization problem with comparison (binary) outputs, and a heuristic search algorithm similar to Efficient Global Optimization (EGO) was used to solve it. In this paper, we propose a query algorithm that minimizes the expected number of queries directly, assuming that designs are embedded in a known space and user preference is a linear function of design variables. Besides its theoretical foundation, the proposed algorithm shows empirical performance better than the EGO search algorithm in both simulated and real-user experiments. A novel approximation scheme is also introduced to alleviate the scalability issue of the proposed algorithm, making it tractable for a large number of design variables or of candidate designs.",2013
173,1273,Selection of Precision Machining Cutting Parameters via a Modified Efficient Global Optimization Approach,"The primary objective in precision machining is usually to attain excellent dimensional accuracy and surface finish. In addition, complimentary objectives such as cost and production rate are also important. Proper selection of cutting parameters can profoundly affect both primary and secondary machining performance objectives. While simplified and/or empirical models exist for machining processes, none of those models provides accurate prediction of the dynamic cutting forces, which in turn govern the obtainable quality of the machined surfaces. Finite element analysis (FEA) via ABAQUS/Explicit is adopted in this paper for predicting the machining dynamic cutting forces. Rake and clearance angles, as well as cutting speed are set as the design variables for optimization. Since the machining model requires significant computational resources, economizing the number of FEA runs is desirable. The optimization approach adopted is based off Efficient Global Optimization (EGO), where Kriging models are trained to predict the underlying behavior of the machining process via a finite set of sample points. New sample points are then generated via a multi-objective genetic algorithm that seeks locations of optima and/or high uncertainty in the Kriging models. Machining performance of the new samples is then evaluated via FEA, the Kriging models are re-trained and the process is repeated until one of termination criteria is met. The application study presented is an orthogonal cutting test for ultra-precision micro-cutting using diamond tools.",2013
174,1274,Automatic Reasoning for Defining Lathe Operations for Mill-Turn Parts,"With the increase in computer-controlled hybrid machining (e.g. mill-turn machines), one needs to discern what features of a part are created during turning (i.e. with a lathe cutter) versus those created by milling. Given a generic part shape, it is desirable to extract the turnable and non-turnable features in order to obtain feasible machining plans. A novel approach for automating this division and for defining the resulting turning operations in a hybrid process is proposed in this paper. The algorithm is based on identifying the dominant rotational-axis and performing several non-uniform lateral cross-sections to quickly generate the “as lathed” model. The part is then subtracted from the original model to isolate the non-turnable features. Next, resulting model and features are translated to a label rich graph and fed into a grammar reasoning tool to produce feasible manufacturing plans. The setup design is also studied against the tolerances specified by the designer. Performance of the algorithm has been tested on several examples ranging from simple to complex parts.",2013
175,1275,Tolerance Analysis of Parallel Assemblies Using Tolerance-Maps® and a Functional Map Derived From Induced Deformations,"This paper concerns about modeling tolerance accumulation in parallel assemblies using a spatial math model, the T-Map. In this paper, a specific case in 3D is discussed where an Accumulation Tolerance-Map is modeled when two parts arranged in parallel support a target part between the datum and the functional target feature. By understanding how much of variation from the supporting parts contribute to variations of the target feature, a designer can better utilize the tolerance budget when assigning values to individual tolerances.",2013
176,1276,Tolerance Plugin Module in Integrated Design,"Increased use of recycled material in high-end structural components based on wrought alloys is the goal of the EC project Suplight. The project proposes a framework for multi objective optimization. In this paper, a tolerance plugin module used in this project is described. The tolerance plugin module aims at controlling if the geometrical variation requirements on part level are fulfilled. The variation in the part stems from variation in material and process parameters and the relationship between variation in process and material parameters is estimated using designed computer experiments. Moreover, the tolerance plugin module offers an automatically generated meta-model, based on principal component analysis, for handling part variation that allows for faster Monte Carlo simulations and a format that can be used in variation simulations in succeeding assembly steps. The functionality is illustrated using two cases studies; one for investigation of geometrical part variation due to a stamping process and one for investigation of geometrical part variation due to a sheet metal forming process.",2013
177,1277,Machining Feature Modeling and Process Intermediate Model Generation in Process Planning,"In process planning of machined part, machining feature recognition and representation, feature-based generative process planning, and the process intermediate model generation are the key issues. While many research results have been achieved in recent years, the complete modeling of machining features, process operations, and the 3D models in process planning are still need further research to make the techniques to be applied in practical CAPP systems. In this paper, a machining feature definition and classification method is proposed for the purpose of process planning based on 3D model. Machining features are defined as the surfaces formed by a serious of machining operation. The classification scheme of machining features is proposed for the purpose of feature recognition, feature-based machining operations reasoning, and knowledge representation. Recognized from B-Rep representation of design model, machining features are represented by adjacent graph and organized by feature relations. The machining process plan is modeled as operations and steps, which is the combination and sequencing of machining feature’s process steps. The process intermediate models (PIM) are important for process documentation, analysis and NC programming. An automatic PIM generation approach is proposed using local operations directly on B-Rep model. The proposed data structure and algorithm is adopted in the development of CAPP tool on solid modeler ACIS/HOOPS.",2013
178,1278,Design of Nonlinear Dynamic Systems Using Surrogate Models of Derivative Functions,"Optimization of nonlinear (or linear state-dependent) dynamic systems often requires system simulation. In many cases the associated state derivative evaluations are computationally expensive, resulting in simulations that are significantly slower than real-time. This makes the use of optimization techniques in the design of such systems impractical. Optimization of these systems is particularly challenging in cases where control and physical systems are designed simultaneously. In this article, an efficient two-loop method, based on surrogate modeling, is proposed for solving dynamic system design problems with computationally expensive derivative functions. A surrogate model is constructed for only the derivative function instead of the complete system analysis, as is the case in previous studies. This approach addresses the most expensive element of system analysis (i.e., the derivative function), while limiting surrogate model complexity. Simulation is performed based on the surrogate derivative functions, preserving the nature of the dynamic system, and improving estimation accuracy. The inner loop solves the system optimization problem for a given derivative function surrogate model, and the outer loop updates the surrogate model based on optimization results. This solution approach presents unique challenges. For example, the surrogate model approximates derivative functions that depend on both design and state variables. As a result, the method must not only ensure accuracy of the surrogate model near the optimal design point in the design space, but also the accuracy of the model in the state space near the state trajectory that corresponds to the optimal design. This method is demonstrated using two simple design examples, followed by a wind turbine design problem. In the last example, system dynamics are modeled using a linear state-dependent model where updating the system matrix based on state and design variable changes is computationally expensive.",2013
179,1279,Development of a Common Platform for Testing Metamodel Based Design Optimization Methods,"Metamodel based design optimization (MBDO) algorithms have attracted considerable interests in recent years due to their special capability in dealing with complex optimization problems with computationally expensive objective and constraint functions and local optima. Conventional unimodal-based optimization algorithms and stochastic global optimization algorithms either miss the global optimum frequently or require unacceptable computation time. In this work, a generic testbed/platform for evaluating various MBDO algorithms has been introduced. The purpose of the platform is to facilitate quantitative comparison of different MBDO algorithms using standard test problems, test procedures, and test outputs, as well as to improve the efficiency of new algorithm testing and improvement. The platform consists of a comprehensive test function database that contains about 100 benchmark functions and engineering problems. The testbed accepts any optimization algorithm to be tested, and only requires minor modifications to meet the test-bed requirements.",2013
180,1280,Improved Trust Region Based MPS Method for High-Dimensional Expensive Black-Box Problems,"Mode Pursuing Sampling (MPS) was developed as a global optimization algorithm for optimization problems involving expensive black box functions. MPS has been found to be effective and efficient for problems of low dimensionality, i.e., the number of design variables is less than ten. A previous conference publication integrated the concept of trust regions into the MPS framework to create a new algorithm, TRMPS, which dramatically improved performance and efficiency for high dimensional problems. However, although TRMPS performed better than MPS, it was unproven against other established algorithms such as GA. This paper introduces an improved algorithm, TRMPS2, which incorporates guided sampling and low function value criterion to further improve algorithm performance for high dimensional problems. TRMPS2 is benchmarked against MPS and GA using a suite of test problems. The results show that TRMPS2 performs better than MPS and GA on average for high dimensional, expensive, and black box (HEB) problems.",2013
181,1281,Indexing Methods for Discrete Mode Pursuing Sampling,"Discrete Mode Pursuing Sampling (D-MPS) is a method used for optimization of expensive black-box functions with discrete variables. The type of discrete space where all possible combinations of discrete values of all variables are valid design points is called a full grid of points or a “regular grid” in this paper. A regular structure for sampling data is a requirement when D-MPS is applied. This paper presents two new indexing methods, i.e. “",2013
182,1282,Diagnostic Analysis of Metamodels’ Multivariate Dependencies and Their Impacts in Many-Objective Design Optimization,"While computers are continually getting faster, physical models of complex systems grow more sophisticated and keep pace. Using metamodels can dramatically reduce the time it takes to evaluate a solution for a complex system; however, while the chief virtue of metamodels is that they approximate more computationally expensive models, this is also their main drawback. Metamodels are approximations, and as such they behave differently than the more sophisticated models they approximate. While the metamodels may be accurate approximations, they may also introduce new interdependencies in the response outputs that may hinder search algorithms during optimization. Understanding the impact of the approximation on the subsequent search thus becomes an important part of the problem as models that were computationally expensive ten to fifteen years ago may now run fast enough for use in optimization. In this paper, we use Sobol′ global sensitivity analysis to compare the search performance of a new auto-adaptive many objective evolutionary algorithm solving a challenging product family design problem with both the original analysis and a second-order response surface approximation of the original analysis. Interdependencies in the response outputs are found to result from the problem formulation used rather than the underlying model in this case. Search operator selection by the auto-adaptive evolutionary algorithm is shown to be consistent with the model sensitivities found by global sensitivity analysis.",2013
