id,title,abstract,year
1593,Augmented Reality Visualization of Automobile Air Conditioning Using Optical Tracking Tools,"Virtual prototyping allows us to reduce the expensive production of real prototypes to a minimum and shorten vehicle development phases. Augmented Reality (AR) visualization is a demonstrative and intuitive tool in order to overlay physical prototypes with virtual content and thus comprehend complex relationships quickly. Further, AR technologies can intensify the collaboration between specialists with different expert knowledge and support common decision making during reviews meetings. However, the existing work processes, software tools and predefined regulations do not permit the use of AR tools in all automotive areas. In this work, a prototypical AR application, based on optical tracking tools, was set up in a real automotive environment and evaluated in terms of its applicability for CFD simulation data in the passenger compartment. The examination provides valuable information about environmental conditions, requirements from end users as well as the integration in existing work processes. The results are a basis for future improvements in order to offer a seamless and automated workflow in an early state of the development process and for maintenance.",2010
1594,Reverse Engineering for Spotting of Sheet Metal Forming Parts,"The paper elucidates how to connect forming process simulation with innovative measurement- and analysis equipment thereby taking into account the machine influences. Reverse Engineering use 3D-Scanning data of sheet metal forming dies. Following this paradigm, the models simulation relies on are refined, and spotting of forming dies is subjected to a scientific analysis. That means, that with Reverse Engineering, “extended process engineering” is verified at the real spotting procedure, the comparison of simulation- and measuring results is used to evaluate how close the investigated models are to reality, extending the optimisation algorithms used for springback compensation to die spotting, the modification of the die topology will be carried out automatically thanks to new software functions.",2010
1595,2-D Path Planning for Direct Laser Deposition Process,"The zigzag and offset path have been the two most popular path patterns for tool movement in machining process. Different from the traditional machining processes, the quality of parts produced by the metal deposition process is much more dependent upon the choice of deposition paths. Due to the nature of the metal deposition processes, various tool path patterns not only change the efficiency but also affect the deposition height, a critical quality for metal deposition process. This paper presents the research conducted on calculating zigzag pattern to improve efficiency by minimizing the idle path. The deposition height is highly dependent on the laser scanning speed. The paper also discussed the deposition offset pattern calculation to reduce the height variation by adjusting the tool-path to achieve a constant scanning speed. The results show the improvement on both efficiency and height.",2010
1596,A Multi-Axis Slicing Method for Direct Laser Deposition Process,"With multi-axis capability, direct laser deposition process can produce a metal part without the usage of support structures. In order to fully utilize such a capability, the paper discusses a slicing method for multi-axis metal deposition process. Using the geometry information of adjacent layers, the slicing direction and layer thickness can be changed as needed. A hierarchy structure is designed to manage the topological information which is used to determine the slicing sequence. Its usage is studied to build overhang type structure. With such a character, some overhang features such as holes, can be deposited directly to save the required machining operation and material cost, which improves the efficiency of the metal deposition process. Combined with direct 3D layer deposition technique, the multi-axis slicing method is implemented.",2010
1597,Basic Study of Autologous-Bone-Replaceable Artificial Bone Fabrication With Porosity Distribution Using Electrolysis,"Recently, the use of bioresorbable materials (e.g., β-tricalcium phosphate (β-TCP)) has enabled the development of autologous-bone-replaceable artificial bones that are degraded and resorbed, i.e., replaced with autologous bone, when placed inside the human body for a sufficiently long duration. Although such autologous-bone replaceability requires high porosity of the artificial bone to promote the ingression of blood vessels and cells, the high porosity reduces the mechanical strength, which leads to disadvantages such as possible fracture after bone substitution surgery. One solution to this problem is to optimally arrange low-porosity portions for mechanical strength and high-porosity portions for autologous-bone replaceability in solid artificial bones. Commercially available artificial bones typically have fixed shapes such as a rectangular parallelepiped or cylinder. The use of recent solid freeform fabrication technologies, however, has enabled solid artificial bones with various shapes to be customized for individual medical cases. In this paper, the authors propose a solid freeform fabrication method for autologous-bone-replaceable artificial bones with a porosity distribution. A β-TCP porous artificial bone can be fabricated by placing a slurry consisting of β-TCP powder, water, a peptization reagent and a frother in a mold, drying it to form a solid shape and then sintering it. This β-TCP slurry contains ammonium polyacrylate as the peptization reagent, which is an electrolyte, and ammonia, hydrogen and oxygen gases are produced from its electrolysis. The authors conceived the idea of controlling the foaming of the β-TCP slurry by electrolysis, and of designing and implementing a fabrication system consisting of a fine nozzle with a microscrew for extruding β-TCP slurry as a filament and electrodes for controlling the electrolysis of the slurry. Using this system, we can fabricate a solid shape by drawing two-dimensional sections with the slurry filament and stacking each section, and at the same time vary the porosity by controlling the electric current applied for the electrolysis of the slurry. Using the experimental system, three β-TCP porous samples (approximately 18mm × 18mm × 9mm) of high (71.8%), medium (59.5%) and low (54.6%) porosity are successfully fabricated by applying electric currents of 20mA, 10mA and 0mA, respectively. Then a β-TCP porous sample (approximately 40mm × 10mm × 10mm) with a gradient porosity distribution (from 72.3% to 56.1%) is successfully fabricated by varying the electric current from 0mA to 20mA in a continuous fabrication process. From these results, the authors confirm the efficacy and potential of the proposed approach.",2010
1598,Additive Manufacturing Based on Multiple Calibrated Projectors and Its Mask Image Planning,Additive manufacturing (AM) processes based on mask image projection such as ,2010
1599,The Automated Planning for Fixture Location Based on Process Requirement,"This research carries out a systematic investigation on the automation of fixture location planning. A novel classification and representation method of constrained degrees of freedom (DOF) is proposed. Constrained DOFs are classified into four types: linear translation DOF, linear rotation DOF, planar translation DOF and planar rotation DOF, and they are represented in the form of vector. On the basis of the classification and representation, constrained DOFs are automatically obtained from process requirement. By analyzing datum constraint DOF capability and datum location ability, the operation rules of constrained DOF: union, decomposition and coordinate transformation, are established. The approach to the evaluation of datum location ability and the judgment of datum conflict is explored, and the solution of datum conflict and datum location problem is presented. Eventually, the rules of location point layout are formalized.",2010
1600,Robustness Analysis of Airfoil Performance,"We demonstrate a technique to evaluate the aerodynamic robustness of a given blade profile which it is exposed to stochastic geometrical variation. The technique is based on random fields, with geometrical deviations continuously defined over the entire structure, with a prescribed statistical distribution function and a given correlation between these deviations. Control points are defined on the blade surface to model the blade geometry disturbances. At each control point a stochastic deviation is defined, which acts in the normal direction of the blade. By modeling disturbances in the normal direction instead of in the separate Cartesian directions, we automatically reduce the number of stochastic variables by a factor two. The perturbation variables are transformed via Karhunen-Loève eigenvalue decomposition, giving stochastically independent variables. The robustness is finally estimated by a Monte Carlo simulation, where computational fluid dynamic simulations are performed to evaluate the resulting change in blade performance for given geometrical perturbations.",2010
1601,Symmetry Plane Detection for 3D CAD Volumes,"Symmetry properties of components have many applications during a product development process, including shape transformations for modification purposes, Finite Element Analysis (FEA), model retrieval, etc. This paper presents an algorithm to generate 3D model symmetry planes using the B-Rep model of CAD volumes. In the framework of CAD software, 3D models are described as B-Rep volume models. Design processes of volume models strongly rely on extrusion and revolution primitives from sketches containing essentially straight line segments and circular arcs. Hence, the boundary surfaces considered are planes, cylinders, cones, tori and spheres. The object boundary is effectively processed as an infinite set of points. Global symmetry properties of faces are derived to initiate the global symmetry planes of the object. To this end, the intersection curves between two adjacent faces are used to characterize possible global symmetry planes of the object. Then, the algorithm starts analyzing the symmetry properties of couple of faces. Subsequently, the candidate symmetry planes set up contains all the possible global symmetry planes. Finally, the symmetry properties of neighboring faces help determining robustly the global symmetry planes, whether there is a finite number or an infinite number.",2010
1602,Collision-Free Locating of Mobile Cranes in 3D Lifting System,"Locating cranes is critical toward safely lifting in construction industry. In this paper, based on overlapping work envelopes, we present optimized solutions for collision-free locating of mobile cranes. Our solution first determines the feasible location areas of the cranes, which are discretized with regular grids. We then incorporate a collision detection method, through which the locations with potential collision are eliminated. With the objective of minimizing the weight sum about safety, a smart search is further performed to identify the most suitable locations. Our solution has been implemented in the intelligent computation module for 3D lifting system developed by our group. Its feasibility and effectiveness has also been demonstrated through a concrete case study.",2010
1603,A Fast Grid Deformation Algorithm for Aerodynamic Shape Optimization,"A mesh movement algorithm suitable for aerodynamic design optimization problems is presented. It involves B-spline surface construction, projection and evaluation on B-spline faces for the surface mesh movement, as well as inverse-distance and 2D/3D TFI interpolations for the volume mesh deformation. The algorithm is fast and exhibits an excellent parallel efficiency. It is used to deform the surface and volume mesh of an ONERA-M6 wing undergoing several planform changes. The quality of the deformed mesh is preserved as long as the difference between the initial surface mesh and the B-spline surface model is small. A good agreement reported between the flow simulation results on the deformed mesh and those obtained on initial fixed mesh.",2010
1604,Fundamental Concepts for Collaboratively Obtaining Optimum Product Designs,"Fundamental concepts for obtaining optimum product designs from higher view points are presented. These fundamental concepts are: (1) concepts that aim to achieve designs that are in harmony with natural and human environments; (2) collaborations based on mutuality, where the collaborating individuals are free from inhibiting hierarchies; and (3) methodologies that enable discovery of effective solutions by examining the deepest, most fundamental levels of design problems. Product designs that minimize stress on natural environments and maximize benefit to people are increasingly important, given limited natural resources and an increasing world population. The achievement of such product designs generally requires collaborative scenarios based on mutuality and equality of the participants, and the implementation of characteristics-based hierarchical optimization methodologies. Practical methodologies based on these fundamental concepts are discussed here and examples are provided.",2010
1605,Investigation of Design Tools as Complexity Management Techniques,"Design tools which appear to manage complexity through their inherent behavior do not appear to have been developed specifically for complexity management. This research explores how complexity is managed within the design process through: the generation of complexity within the design process (sources), the techniques which were used to manage complexity (approaches), and the examination of design tools with respect to complexity. Mappings are developed between the sources, the approaches, and the tools with respect to phases of design. The mappings are propagated through these distinct, yet adjacent domains in order to study how the tools might be able to be used to manage complexity sources found in different stages of the design process. As expected, the highest value for each design tool is found in the stage of design in which the tool is traditionally been used. However, there are secondary ratings which suggest that design tools can be used in other stages of the design process to manage specific aspects of complexity.",2010
1606,Bayesian Network Classifiers for Set-Based Collaborative Design,"Complex design problems are typically decomposed into smaller design problems that are solved by domain-specific experts who must then coordinate their solutions into a satisfactory system-wide solution. In set-based collaborative design, collaborating engineers coordinate themselves by communicating multiple design alternatives at each step of the design process. The goal in set-based collaborative design is to spend additional resources exploring multiple options in the early stages of the design process, in exchange for less iteration in the latter stages, when iterative rework tends to be most expensive. Several methods have been proposed for representing sets of designs, including intervals, surrogate models, fuzzy membership functions, and probability distributions. In this paper, we introduce the use of Bayesian networks for capturing sets of promising designs, thereby classifying the design space into satisfactory and unsatisfactory regions. The method is compared to intervals in terms of its capacity to accurately classify satisfactory design regions as a function of the number of available data points. A simplified, multilevel design problem for an unmanned aerial vehicle is presented as the motivating example.",2010
1607,Functional Decomposition of the Clustering Approach for Matrix-Based Structuring,"In engineering design, matrices have been commonly used to capture dependency relationships for structure-related problems (e.g., product architecture, process workflow, and team organization). In this context, structuring is considered a group formation process that clusters the design entities and identifies the interactions among the formed groups. To support matrix-based design structuring, this paper proposes a clustering approach that has three phases in the working procedure. Firstly, the coupling analysis is used to assess the coupling strength of any two entities according to the application context. Secondly, the sorting analysis is used to organize the matrix’s rows and columns by bringing the highly coupled entities close to each other, thus yielding a sorted matrix. Thirdly, the partitioning analysis is applied to form a structured matrix that identifies the groups of entities and their interactions based on some structural criteria (e.g., number of groups, limits on group sizes, etc). The proposed clustering method has been applied to four engineering examples to demonstrate its flexibility and adaptability in tackling different design structuring problems.",2010
1608,Examining Interactions Between Solution Architecture and Designer Mistakes,"When designing complex systems, it is often the case that a design process is subjected to a variety of unexpected inputs, interruptions, and changes. These disturbances can create unintended consequences including changes to the design process architecture, the planned design responsibilities, or the design objectives and requirements. In this paper a specific type of design disturbance, mistakes, is investigated. The impact of mistakes on the convergence time of a distributed multi-subsystem optimization problem is studied for several solution process architectures. A five subsystem case study is used to help understand the ability of certain architectures to handle the impact of the mistakes. These observations have led to the hypothesis that selecting distributed design architectures that minimize the number of iterations to propagate mistakes can significantly reduce their impact. It is also observed that design architectures that converge quickly tend to have these same error damping properties. Considering these observations when selecting distributed design architectures can passively reduce the impact of mistakes.",2010
1609,Support Vector Regression Modeling for Design and Analysis of Mechanical Snubbing,"This paper discusses the application of Support Vector Regression (SVR) for modeling the non-linear and hysteretic behavior exhibited by mechanical snubbing systems. Though the discussion in this paper is limited to the application of SVR to snubbing in elastomeric isolators, the approach is generic and can be applied to other dynamic systems or to systems exhibiting hysteretic behavior. A theoretical model that represents the coupled dynamics of an isolation system with the corresponding snubbing system for a single degree-of-freedom system is proposed. The theoretical model is experimentally validated and is subsequently used to build a metamodel using SVR. The results of the metamodel are compared to the theoretical model for a simulation example and are found to be comparable, thereby reducing the computational time for the design and analysis of the snubbing system by orders of magnitude. The SVR based metamodel can, therefore, be used to substitute the computationally intense theoretical model for performing design iterations and design optimization of the snubbing system, significantly reducing model complexity as well as computational time during the design cycle.",2010
1610,A Simulation-Based Robust Concept Exploration Method,"In early stages of the engineering design process it is necessary to explore the design space to find a feasible range or point that satisfies the design requirements. When robustness of the system is among the requirements, the Robust Concept Exploration Method (RCEM) can be used. In RCEM a metamodel such as a global response surface of the entire design space is used. Based on this surrogate model the robustness of the system is evaluated. In nonlinear or multimodal design spaces a very detailed metamodel such as a very high order response surface might be required to reflect accurately the characteristics of the model. For large design spaces this is computationally very expensive. In this paper, using the Probabilistic Collocation Method (PCM) for generating local response models at the points of interest, a Simulation-Based RCEM is proposed as a very efficient and flexible robust concept exploration method. We believe that using the PCM with other design exploration methods would be equally effective.",2010
1611,Making the Most Out of Surrogate Models: Tricks of the Trade,"Design analysis and optimization based on high-fidelity computer experiments is commonly expensive. Surrogate modeling is often the tool of choice for reducing the computational burden. However, even after years of intensive research, surrogate modeling still involves a struggle to achieve maximum accuracy within limited resources. This work summarizes advanced and yet simple statistical tools that help. We focus on four techniques with increasing popularity in the design automation community: (i) screening and variable reduction in both the input and the output spaces, (ii) simultaneous use of multiple surrogates, (iii) sequential sampling and optimization, and (iv) conservative estimators.",2010
1612,Turning Black-Box Into White Functions,"Modeling of h igh dimensional e xpensive b lack-box (HEB) functions is challenging. A recently developed method, radial basis function-based high dimensional model representation (RBF-HDMR), has been found promising. This work extends RBF-HDMR to enhance its modeling capability beyond the current second order form and “uncover” black-box functions so that not only a more accurate metamodel is obtained, but also key information of the function can be gained and thus the black-box function can be turned “white.” The key information that can be gained includes 1) functional form, 2) (non)linearity with respect to each variable, 3) variable correlations. The resultant model can be used for applications such as sensitivity analysis, visualization, and optimization. The RBF-HDMR exploration is based on identifying the existence of certain variable correlations through derived theorems. The adaptive process of exploration and modeling reveals the black-box functions till all significant variable correlations are found. The black-box functional form is then represented by a structure matrix that can manifest all orders of correlated behavior of variables. The proposed approach is tested with theoretical and practical examples. The test result demonstrates the effectiveness and efficiency of the proposed approach.",2010
1613,"Improving Multi-Response Metamodels With Upper/Lower Bound Information Using Multi-Stage, Non-Stationary Covariance Functions","Metamodels have been proposed in the literature to reduce the time and resources devoted to design space exploration, to learn about design trade-offs, and to find the best solution to the design problem in the context of simulation-based design and optimization. In previous work in engineering design based on multiple performance criteria, we have proposed the use of Multi-response Bayesian Surrogate Models (MR-BSM) to model several response variables simultaneously, instead of modeling them independently. By doing so, it is expected that the correlation among the response variables can be used to achieve better models with smaller data sets. In this work, we extend the capabilities of MR-BSM by developing a multistage formulation with non-stationary covariance functions. This formulation for multi-response metamodeling in successive stages of experimental design, data acquisition and model fitting, enables the integration of different sources of information about system responses, with different levels of accuracy, into a single, global model of the system. The feasibility of the proposed formulation is demonstrated with an example in which two test functions are jointly approximated in two stages. In addition, we demonstrate the potential of the methodology to take advantage of a priori information, expressed as upper and lower bounds on the responses, to improve the accuracy of the metamodels. Results show that the use of bound information can result in order-of-magnitude improvements in metamodel accuracy.",2010
1614,A MINLP Model for Global Optimization of Plug-In Hybrid Vehicle Design and Allocation to Minimize Life Cycle Greenhouse Gas Emissions,"Plug-in hybrid electric vehicles (PHEVs) have potential to reduce greenhouse gas (GHG) emissions in the U.S. light-duty vehicle fleet. GHG emissions from PHEVs and other vehicles depend on both vehicle design and driver behavior. We pose a twice-differentiable, factorable mixed-integer nonlinear programming model utilizing vehicle physics simulation, battery degradation data, and U.S. driving data to determine optimal vehicle design and allocation for minimizing lifecycle greenhouse gas (GHG) emissions. The resulting nonconvex optimization problem is solved using a convexification-based branch-and-reduce algorithm, which achieves global solutions. In contrast, a randomized multistart approach with local search algorithms finds global solutions in 59% of trials for the two-vehicle case and 18% of trials for the three-vehicle case. Results indicate that minimum GHG emissions is achieved with a mix of PHEVs sized for around 35 miles of electric travel. Larger battery packs allow longer travel on electric power, but additional battery production and weight result in higher GHG emissions, unless significant grid decarbonization is achieved. PHEVs offer a nearly 50% reduction in life cycle GHG emissions relative to equivalent conventional vehicles and about 5% improvement over ordinary hybrid electric vehicles. Optimal allocation of different vehicles to different drivers turns out to be of second order importance for minimizing net life cycle GHGs.",2010
1615,Hybrid Power/Energy Generation System Design Through Multistage Design Optimization Problem With Complementarity Constraints,"The optimal design of hybrid power generation systems (HPGS) can significantly improve the economical and technical performance of power supply. However, the discrete-time simulation with logical disjunctions involved in HPGS design usually leads to a nonsmooth optimization model, to which well established techniques for smooth nonlinear optimization could not be directly applied. This paper proposes a multistage design optimization problem with complementarity constraints approach for HPGS design, which introduces a complementarity formulation of the nonsmooth logical disjunction, as well as a multistage decomposition framework, to ensure a fast local solution. A numerical study of a stand-alone hybrid photovoltaic (PV)/wind power generation system is presented to demonstrate the effectiveness of the proposed approach.",2010
1616,Design and Analysis of Hybrid Guideway Heating System for Morgantown Personal Rapid Transit,"The Morgantown Personal Rapid Transit (M-PRT) system is a comfortable conveyance for travel in Morgantown, WV. One of its operating concerns is the increasing cost of heat to the guideway during winter. As the vehicles cannot run safely during snow, the system includes a guideway heating system to melt the ice from the guideway. To reduce the use of expensive natural gas, an interest has been expressed to define a hybrid heating system using an alternate fuel supply. Solid Oxide Fuel Cell (SOFC) was incorporated in the hybrid heating system. This hybrid heating system was designed, and then a detailed analysis was performed to ascertain the performance parameters like heat produced, thermal efficiency, cost of the system and the emissions involved. This high temperature fuel cell releases large amounts of usable heat in the form of exhaust gases. The exhaust gases are deprived of any undesired emissions that pollute the atmosphere. A USDOE EPSCoR WV State Implementation Award conducted by Advance Power Electricity Research Center (APERC) at West Virginia University provided support for conducting this research.",2010
1617,Design Optimization of Reverse Osmosis Water Desalination Systems via Genetic Algorithms,"This paper explores the application of genetic algorithms (GA) for optimal design of reverse osmosis (RO) water desalination systems. While RO desalination is among the most cost and energy efficient methods for water desalination, optimal design of such systems is rarely an easy task. In these systems, salty water is made to flow at high pressure through vessels that contain semi-permeable membrane modules. The membranes can allow water to flow through, but prohibit the passage of salt ions. When the pressure is sufficiently high, water molecules will flow through the membranes leaving the salt ions behind and are collected in a fresh water stream. Typical system design variables for RO systems include the number and layout of the vessels and membrane modules, as well as the operating pressure and flow rate. This paper explores models for single and two-stage RO pressure vessel configurations. The number and layout of the vessels and membrane modules are regarded as discrete variables, while the operating pressures and flow rate are regarded as continuous variables. GA is applied to optimize the models for minimum overall cost of unit produced fresh water. Case studies are considered for four different water salinity concentration levels. In each of the studies, three different types of crossover are explored in the GA. While all the studied crossover types yielded satisfactory results, the crossover types that attempt to exploit design variable continuity performed slightly better, even for the discrete variables of this problem.",2010
1618,Studies on the Design of Reverse Osmosis Water Desalination Systems for Cost and Energy Efficiency,"This paper explores optimal design of reverse osmosis (RO) systems for water desalination. In these systems, salty water flows at high pressure through vessels containing semi-permeable membrane modules. The membranes can allow water to flow through, but prohibit the passage of salt ions. When the pressure is sufficiently high, water molecules will flow through the membranes leaving the salt ions behind, and are collected in a fresh water stream. Typical system design variables include the number and layout of the vessels and membrane modules, as well as the operating pressure and flow rate. This paper presents models for single and two-stage pressure vessel configurations. The models are used to explore the various design scenarios in order to minimize the cost and energy required per unit volume of produced fresh water. Multi-objective genetic algorithm (GA) is used to generate the Pareto-optimal design scenarios for the systems. Case studies are considered for four different water salinity concentration levels. Results of the studies indicate that even though the energy required to drive the RO system is a major contributor to the cost of fresh water production, there exists a tradeoff between minimum energy and minimum cost. An additional parametric study on the unit cost of energy is performed in order to explore future trends. The parametric study demonstrates how an increase in the unit cost of energy may shift the minimum cost designs to shift to more energy-efficient design scenarios.",2010
1619,An Extended Pattern Search Approach to Wind Farm Layout Optimization,"An extended pattern search approach is presented for optimizing the placement of wind turbines on a wind farm. The algorithm will develop a two-dimensional layout for a given number of turbines, employing an objective function that minimizes costs while maximizing the total power production of the farm. The farm cost is developed using an established simplified model that is a function of the number of turbines. The power development of the farm is estimated using an established simplified wake model, which accounts for the aerodynamic effects of turbine blades on downstream wind speed, to which the power output is directly proportional. The interaction of the turbulent wakes developed by turbines in close proximity largely determines the power capability of the farm. As pattern search algorithms are deterministic, multiple extensions are presented to aid escaping local optima by infusing stochastic characteristics into the algorithm. This stochasticity improves the algorithm’s performance, yielding better results than purely deterministic search methods. Three test cases are presented: a) constant, unidirectional wind, b) constant, multidirectional wind, and c) varying, multidirectional wind. Resulting layouts developed by this extended pattern search algorithm develop more power than previously explored algorithms with the same evaluation models and objective functions. In addition, the algorithm’s layouts motivate a heuristic that yields the best layouts found to date.",2010
1620,Design of an Extended-Range Electric Vehicle for the EcoCAR Challenge,"The EcoCAR Challenge team at The Ohio State University has designed a range-extending electric vehicle capable of 40 miles all-electric range via a 22 kWh lithium-ion battery pack, with range extension and limited parallel operation supplied by a 1.8 L dedicated E85 engine. This vehicle is designed to drastically reduce fuel consumption, with an estimated fuel economy of 89 miles per gallon gasoline equivalent (mpgge), while meeting Tier II Bin 5 emissions standards. This paper documents the team’s control system development effort, starting with the vehicle architecture selection and specifying the powertrain configuration, explaining a detailed control system development process, summarizing the selected control hardware architecture at vehicle and component level, describing supervisory control algorithm design and implementation for fuel economy optimization and performance improvement, and concluding with the use of MIL and HIL techniques for system development and validation.",2010
1621,Plug-In Hybrid Electric Vehicle Battery Selection for Optimum Economic and Environmental Benefits Using Pareto Set Points and PSAT™,"Plug-in hybrid electric vehicles (PHEVs) have the potential to reduce green house gases emissions and provide a promising alternative to conventional internal combustion engine vehicles. However, PHEVs have not been widely adopted in comparison to the conventional vehicles due to their high costs and short charging intervals. Since PHEVs rely on large storage batteries relative to the conventional vehicles, the characteristics and design issues associated with PHEV batteries play an important role in the potential adoption of PHEVs. Consumer acceptance and adoption of PHEVs mainly depends on fuel economy, operating cost, operation green house gas (GHG) emissions, power and performance, and safety among other characteristics. We compare the operational performance of PHEV20 (PHEV version sized for 20 miles of all electric range) based on fuel economy, operating cost, and greenhouse gas (GHG) emissions through Pareto set point identification approach for 15 different types of batteries, including lithium-ion, nickel metal hydride (NiMH), nickel zinc (NiZn), and lead acid batteries. It is found that two from 15 batteries dominate the rest. Among the two, a NiMH (type ess_nimh_90_72_ovonic) gives the highest fuel economy, and a lithium-ion (type ess_li_7_303) yields the lowest operating cost and GHG emissions. From comparing nine batteries that are either on or close to the Pareto frontier, one can see that lithium-ion and NiMH batteries offer better fuel economy than lead-acid batteries. Though lithium-ion batteries bear clear advantage on operating costs and GHG emissions, NiMH and lead-acid batteries show similar performances from these two aspects.",2010
1622,"An Investigation of Sustainability, Preference, and Profitability in Design Optimization","Customer preferences for sustainable products are dependent upon the context in which the customer makes a purchase decision. This paper investigates a case study in which fifty-five percent of survey customers say they prefer recycled paper towels, but do not purchase them. These customers represent a profit opportunity for a firm. This paper explores the impact of investing capital in activating pro-environmental preferences on a firm’s profitability and greenhouse gas (GHG) emissions through a multi-objective optimization study. A product optimization is designed to include models of carbon dioxide emissions, manufacturing costs, customer preference, and technical performance. Because the optimization includes a tradeoff between recycled paper and performance, a model of customer preferences, and a market of competing products, the maximum GHG reduction occurs at less than 100% recycled paper. Also, the tradeoff between GHG reductions and profit is not dictated by the configuration of the product, but instead by its price. These results demonstrate the importance of including customer preferences with engineering performance in design optimization. Investment in the activation of pro-environmental preferences is high at all points on the Pareto optimal frontier, suggesting that further engineering design research into the activation of pro-environmental product preferences is warranted.",2010
1623,Response Surface Based Cost Model for Onshore Wind Farms Using Extended Radial Basis Functions,"This paper develops a cost model for onshore wind farms in the U.S.. This model is then used to analyze the influence of different designs and economic parameters on the cost of a wind farm. A response surface based cost model is developed using Extended Radial Basis Functions (E-RBF). The E-RBF approach, a combination of radial and non-radial basis functions, can provide the designer with significant flexibility and freedom in the metamodeling process. The E-RBF based cost model is composed of three parts that can estimate (i) the installation cost, (ii) the annual Operation and Maintenance (O&M) cost, and (iii) the total annual cost of a wind farm. The input parameters for the E-RBF based cost model include the rotor diameter of a wind turbine, the number of wind turbines in a wind farm, the construction labor cost, the management labor cost and the technician labor cost. The accuracy of the model is favorably explored through comparison with pertinent real world data. It is found that the cost of a wind farm is appreciably sensitive to the rotor diameter and the number of wind turbines for a given desirable total power output.",2010
1624,Optimal Camera Path Planning for the Inspection of Printed Circuit Boards Using a Two Stepped Optimization Approach,"Automated Optical Inspection (AOI) systems are rapidly replacing slow and tedious manual inspections of Printed Circuit Boards (PCBs). In an AOI system, a minicamera traverses the PCB in a pre-defined travel path, snapping shots of all the PCB components or nodes, at pre-defined locations. The images are then processed and information about the different nodes is extracted and compared against ideal standards stored in the AOI system. This way, a flawed board is detected. Minimizing both the number of images required to scan all the PCB nodes, and the path through which the camera must travel to achieve this, will minimize the image acquisition time and the traveling time, and thus the overall time of inspection. This consequently both reduces costs and increases production rate. This work breaks down this problem into two sub-problems: The first is a clustering problem; the second a travelling salesman sequencing problem. In the clustering problem, it is required to divide all the nodes of a PCB into the minimum number of clusters. The cluster size is constrained by the given dimensions of the camera’s scope or Field of Vision (FOV). These dimensions determine the dimension of the inspection windows. It is thus required to find the minimum number of inspection windows that will scan all the nodes of a PCB, and their locations. Genetic algorithms are applied in a two-step approach with special operators suited for the problem. A continuous Genetic Algorithm (GA) is applied to find the optimum inspection window locations that cover one node and as many other nodes as possible. A discrete GA is then applied to eliminate redundant inspection windows leaving the minimum number of windows that cover all nodes throughout the PCB. In the second sub-problem, an Ant Colony Optimization (ACO) method is used to find the optimum path between the selected inspection windows. The method proposed in this paper is compared against relevant published work, and it is shown to yield better results.",2010
1625,Constraint Management of Reduced Representation Variables in Decomposition-Based Design Optimization,"In decomposition-based design optimization strategies, such as Analytical Target Cascading (ATC), it is sometimes necessary to use reduced dimensionality representations to approximate functions of large dimensionality whose values need to be exchanged among subproblems. The reduced representation variables may not be physically meaningful, and it can become challenging to constrain them properly and define the model validity region. For example, in coordination strategies like ATC, representing vector-valued coupling variables with improperly constrained reduced representation variables can lead to poor performance or convergence failure. This paper examines two approaches for constraining effectively the model validity region of reduced representation variables based on proper orthogonal decomposition: a penalty value-based heuristic and a support vector domain description. An ATC application on electric vehicle design helps to illustrate the concepts discussed.",2010
1626,Combined Plant and Controller Design Using Decomposition-Based Design Optimization and the Minimum Principle,"An often cited motivation for using decomposition-based optimization methods to solve engineering system design problems is the ability to apply discipline-specific optimization techniques. For example, structural optimization methods have been employed within a more general system design optimization framework. We propose an extension of this principle to a new domain: control design. The simultaneous design of a physical system and its controller is addressed here using a decomposition-based approach. An optimization subproblem is defined for both the physical system (i.e., plant) design and the control system design. The plant subproblem is solved using a general optimization algorithm, while the controls subproblem is solved using a new approach based on optimal control theory. The optimal control solution, which is derived using the the Minimum Principle of Pontryagin (PMP), accounts for coupling between plant and controller design by managing additional variables and penalty terms required for system coordination. Augmented Lagrangian Coordination is used to solve the system design problem, and is demonstrated using a circuit design problem.",2010
1627,Optimizing the Unrestricted Placement of Turbines of Differing Rotor Diameters in a Wind Farm for Maximum Power Generation,"This paper presents a new method (the Unrestricted Wind Farm Layout Optimization (UWFLO)) of arranging turbines in a wind farm to achieve maximum farm efficiency. The powers generated by individual turbines in a wind farm are dependent on each other, due to velocity deficits created by the wake effect. A standard analytical wake model has been used to account for the mutual influences of the turbines in a wind farm. A variable induction factor, dependent on the approaching wind velocity, estimates the velocity deficit across each turbine. Optimization is performed using a constrained Particle Swarm Optimization (PSO) algorithm. The model is validated against experimental data from a wind tunnel experiment on a scaled down wind farm. Reasonable agreement between the model and experimental results is obtained. A preliminary wind farm cost analysis is also performed to explore the effect of using turbines with different rotor diameters on the total power generation. The use of differing rotor diameters is observed to play an important role in improving the overall efficiency of a wind farm.",2010
