id,title,abstract,year
1135,Proof-of-Concept Evaluation of a Low-Cost and Low-Weight Tractor for Small-Scale Farms,"About 80% of farms in India are less than five acres in size and are cultivated by farmers who use bullocks for farming operations. Even the smallest tractors available in the Indian market are too expensive and large, and not designed to meet the unique requirements of these farmers. To address these needs, we have developed a proof-of-concept lightweight (350 kg) tractor in collaboration with Mahindra and Mahindra Limited, an Indian tractor manufacturer. Given the challenges of accurately predicting traction in Indian soils by applying existing terramechanics models, an alternative design approach based on Mohr-Coulomb soil-failure criterion is presented. Analysis of weight, power and drawbar of existing tractors on the market, a single wheel traction test, and a drawbar test of a proof-of-concept small tractor prototype suggest that ∼200kg is the maximum drawbar force that could be achieved by a 350kg tractor of conventional design. In order to attain higher drawbar performance of 70% of the tractor weight needed for specific agricultural operations, additional design changes are required. An approach for increasing traction by adding tires is investigated and discussed. Additional research on weight distribution, dynamic drawbar testing and tread design is suggested as future work.",2014
1136,Integrated Decision Making in Electric Vehicle and Charging Station Location Network Design,"A major barrier in consumer adoption of electric vehicles (EVs) is ‘range anxiety,’ the concern that the vehicle will run out of power at an inopportune time. Range anxiety is caused by the current relatively low electric-only operational range and sparse public charging station infrastructure. Range anxiety may be significantly mitigated if EV manufacturers and charging station operators work in partnership using a cooperative business model to balance EV performance and charging station coverage. This model is in contrast to a sequential decision making model where manufacturers bring new EVs to the market first and charging station operators decide on charging station deployment given EV specifications and market demand. This paper proposes an integrated decision making framework to assess profitability of a cooperative business models based on a multi-disciplinary optimization model that combines marketing, engineering, and operations. This model is demonstrated in a case study involving battery electric vehicle design and direct-current fast charging station location network in the State of Michigan. The expected benefits can motive both government and private enterprise actions.",2014
1137,Considering Design Prohibitions in Product Line Optimization,"To be competitive in today’s market, firms need to offer a variety of products that appeal to a diverse set of customer needs. Product line optimization provides a simple method to design for this challenge. Using a heterogeneous customer preference model allows the optimization to better explore the diversity in the market. The optimization should also consider aesthetic, engineering, manufacturing, and marketing constraints to ensure the feasibility of the final solution. However, as more constraints are added the difficulty of the optimization increases. There is an opportunity to reduce the difficulty of the optimization by allowing the heterogeneous customer preference model to handle a subset of these constraints termed design prohibitions. Design prohibitions include component incompatibility and dependency. This paper investigates whether design prohibitions should be handled solely in the heterogeneous customer preference model, solely in the optimization formulation, or in both. The effects of including design prohibitions in the creation of a hierarchical Bayes mixed logit model and a genetic algorithm based product line optimization are explored using a bicycle case study.",2014
1138,A Random Process Metamodel for Time-Dependent Reliability of Dynamic Systems,"A new metamodeling approach is proposed to characterize the output (response) random process of a dynamic system with random variables, excited by input random processes. The metamodel is then used to efficiently estimate the time-dependent reliability. The input random processes are decomposed using principal components or wavelets and a few simulations are used to estimate the distributions of the decomposition coefficients. A similar decomposition is performed on the output random process. A Kriging model is then built between the input and output decomposition coefficients and is used subsequently to quantify the output random process corresponding to a realization of the input random variables and random processes. In our approach, the system input is not deterministic but random. We establish therefore, a surrogate model between the input and output random processes. The quantified output random process is finally used to estimate the time-dependent reliability or probability of failure using the total probability theorem. The proposed method is illustrated with a corroding beam example.",2014
1139,Design of Smart Sensing Functions Using Piezoelectric Materials for Failure Diagnostics,"This paper presents a robust design framework to develop piezoelectric materials based structural sensing systems for failure diagnostics and prognostics. At first, a detectability measure is proposed to evaluate the performance of any given sensing system given various uncertainties. Thus, the censoring system design problem can be formulated to maximize the detectability of the censoring system through optimally allocating piezoelectric materials into a target structural system. Secondly, the formulated problem can be conveniently solved using reliability-based robust design framework to ensure design robustness while considering the uncertainties. Two engineering case studies are employed to demonstrate the effectiveness of the design framework in developing multifunctional material sensing systems.",2014
1140,Evolving Design Model Synchronization for System Health Management Using Laplace Approximation,"Lifecycle health management plays an increasingly important role in realizing resilience of aging complex engineered systems since it detects, diagnoses, and predicts system-wide effects of adverse events, therefore enables a proactive approach to deal with system failures. To address an increasing demand to develop high-reliability low-cost systems, this paper presents a new platform for operational stage system health management, referred to as Evolving Design Model Synchronization (EDMS), which enables health management of aging engineered systems by efficiently synchronizing system design models with degrading health conditions of actual physical system in operation. A Laplace approximation approach is employed for the design model updating, which can incorporate heterogeneous operating stage information from multiple sources to update the system design model based on the information theory, thereby increases the updating accuracy compared with traditionally used Bayesian updating methodology. The design models synchronized over time using sensory data acquired from the system in operation can thus reflect system health degradation with evolvingly updated design model parameters, which enables the application of failure prognosis for system health management. One case study is used to demonstrate the efficacy of the proposed approach for system health management.",2014
1141,Resilience Modeling and Quantification for Design of Complex Engineered Systems Using Bayesian Networks,"The concept of engineering resilience has received prevalent attention from academia as well as industry because it contributes a new means of thinking about how to withstand against disruptions and recover properly from them. Although the concept of resilience was scholarly explored in diverse disciplines, there are only few which focus on how to quantitatively measure the engineering resilience. This paper is dedicated to explore the gap between quantitative and qualitative assessment of engineering resilience in the domain of design of complex engineered systems. A conceptual framework is first proposed for the modeling of engineering resilience, and then Bayesian network is employed as a quantitative tool for the assessment and analysis of engineering resilience for complex systems. A case study related to electric motor supply chain is employed to demonstrate the proposed approach. The proposed resilience quantification and analysis approach using Bayesian networks would empower system designers to have a better grasp of the weakness and strength of their own systems against system disruptions induced by adverse failure events.",2014
1142,A Self-Cognizant Dynamic System Approach for Health Management: Lithium-Ion Battery Case Study,"Safe and reliable operation of lithium-ion batteries as major energy storage devices is of vital importance, as unexpected battery failures could result in enormous economic and societal losses. Accurate estimation of the state-of-charge (SoC) and state-of-health (SoH) for an operating battery system, as a critical task for battery health management, greatly depends on the validity and generalizability of battery models. Due to the variability and uncertainties involved in battery design, manufacturing, and operation, developing a generally applicable battery physical model is a big challenge. To eliminate the dependency of SoC and SoH estimation on battery physical models, this paper presents a generic self-cognizant dynamic system approach for lithium-ion battery health management, which integrates an artificial neural network (ANN) with a dual extended Kalman filter (DEKF) algorithm. The ANN is trained offline to model the battery terminal voltages to be used by the DEKF. With the trained ANN, the DEKF algorithm is then employed online for SoC and SoH estimation, where voltage outputs from the trained ANN model are used in DEKF state-space equations to replace the battery physical model. Experimental results are used to demonstrate the effectiveness of the developed self-cognizant dynamic system approach for battery health management.",2014
1143,Estimation of Reliable Replacement Time of Cutting Tool in Tooling Machines Using the Energy-Based Reliability Model (ERM),"Real-time monitoring systems have been developed for tooling machine for the purpose of investigating the time-dependent cutting conditions, to detect instantaneous events, and to estimate life of cutting tools and the machine itself. An Energy-based Reliability Model (ERM) has been developed for real-time monitoring of cutting conditions. A standardized inspection process was defined and the two most sensible signals, vibrational signals and temperature increments, are collected to monitor the accumulation of dissipated energy during the tooling processes. The ERM then computes the normalized accumulative dissipated energy in replace of evaluating surface quality of workpiece at the end of each tooling process. This paper focuses on the implementation of ERM in the turning process on a lathe. The experimental results showed the dissipated energy linearly grows with respect to the amount of volume removal from the workpiece. The ERM built from the experimental results under the same condition were then utilized to estimate the turning performance under different experimental conditions. As a result, similar trends of dissipated energy versus volume removal were found. Therefore, ERM can be utilized to estimate a reliable replacement time of cutting tool in tooling machines.",2014
1144,Statistical Health Diagnostics for Water-Cooled Power Generator Stator Winding Against Water Absorption,"One of most important components in power generator is a stator winding since an unexpected failure of the water absorbed-winding leads to plant shut-down and substantial loss. Typically the stator winding is maintained with a time- or usage-based strategy, which could result in substantial waste of remaining life, high maintenance cost and low plant availability. Recently, the field of prognostics and health management offers general diagnostic and prognostic techniques to precisely assess the health condition and robustly predict the remaining useful life of an engineered system, with an aim to address the aforementioned deficiencies. This research aims at developing health reasoning system of power generator stator winding with physical and statistical analysis against water absorption. And it is based upon the capacitance measurements on winding insulations. In particular, a new health measure, Directional Mahalanobis Distance (DMD), is proposed to quantify the health condition. In addition, the empirical health grade system based upon the proposed technique, DMD, is carried out with the maintenance history. The smart health reasoning system is validated using eight years’ field data from eight generators, each of which contains forty two windings.",2014
1145,Engineering Recoverability: A New Indicator of Design for Engineering Resilience,Design of engineering resilient systems is an emerging research field. The contribution of this paper is to i) define engineering resilience on the basis of various resilience concepts in different fields; ii) propose the engineering recoverability as a new component in the framework of designing engineering resilient systems; and iii) introduce a general mathematical formulation to quantify the engineering resilience. One case study of a CNC machining system is used to demonstrate the value of designing engineering resilient systems.,2014
1146,Toward a Market-Based Lean Startup Product Design Method for the Developing World,"The question of how to effectively design products for consumers in the developing world has been widely debated. Several methodologies have been developed to address this issue focusing on human centered and community centered methods, but few methods are rooted in market-centered approaches. Recent advances in market-centered design from lean startup methodologies hold promise for the development of new methods that allow effective product design for consumers in the developing world. This paper contributes a method from which consumer level products can be designed to effectively supply the under-served markets of the developing world with innovative and sustainable solutions. Utilizing an iterative method based on three fundamental hypotheses, the Lean Design for Developing World Method (LDW) seeks to provide products that are economically viable, have strong market growth potential, and have a net positive impact on the customers and their communities.",2014
1147,Components of a Framework for the Design of Energy Services for Villages in Developing Countries,"The development of energy services for the 40% of the world’s population currently living in energy poverty is a challenging design problem. There are competing and often conflicting objectives between stakeholders from global to user viewpoints, and the confounding effects of real-world performance, rebound, and stacking of technologies makes the determination of optimal strategies for off-grid village energy complicated. Yet there are holistic and lasting solutions that can adequately address the technical, social, economic, and environmental constraints and satisfy the goals of all stakeholders. These solutions can be better identified by systematically considering five major qualitative and quantitative outcomes including 1) energy access and efficiency, 2) climate benefits, 3) health impacts, 4) upfront and recurring economic and opportunity costs, and 5) quality of life for the user in terms of several metrics. Beginning with a comprehensive survey of energy uses in a village and current and potential technological options to meet those needs, this article proposes a methodology to identify and quantify these five outcomes for various intervention scenarios. These evaluations can provide a better understanding of the constraints, trade-offs, sensitivity to various factors, and conditions under which certain designs are appropriate for the village energy system. Ultimately a balance of all five objectives is most likely to result in equitable, user-driven, and sustainable solutions.",2014
1148,A Method for Determining Customer Needs in the Developing World,"There are currently 1.4 billion people in the world living on less than $1.25 a day. Many engineers have designed products intended to alleviate the poverty faced by these individuals but most of these products have failed to have the desired impact. This is largely because we as engineers do not clearly understand the needs of people in poverty, which is understandable as it is particularly hard to determine needs in this context. This lack of understanding is usually because the engineer and the resource-poor individuals are from different cultures, because the engineer has no personal experience with life in poverty, and because the engineer has limited access to suitable market surrogates for testing and validation. This paper presents a method for determining the needs of resource-poor individuals in the developing world. The method presented here is organized into four steps to be completed within three different stages of need finding. Engineers and designers can follow these steps to more accurately determine the needs of resource-poor individuals as they design a product. The paper also includes examples of this method being used to determine customer needs for products in India and Peru.",2014
1149,Single Cell Battery Charger for Portable Electronic Devices in Developing Countries,"Many household electronic devices — flashlights, stereos, radios — require AA, AAA, C, and D size batteries. These batteries are often disposable in remote areas of the world that lack access to grid electricity. In parts of the globe, disposable batteries can account for over 50% of household energy expenditures and amount to 25 or more batteries disposed of per person per year. This amounts to more than 25,000 batteries annually for a village of 1000 people. Solutions to this problem can address economic and environmental concerns. Replacing disposable batteries with rechargeable batteries maintained by a local entrepreneur is one business-driven method to reduce environmental waste and household energy expenditures. This study evaluates technical options for providing rechargeable batteries to a decentralized population, and introduces a prototype portable charging kit that addresses the techno-economic requirements of charging batteries, delivering batteries at a reasonable cost to consumers, providing a profit margin for local entrepreneurs, and allowing for portability during travel between villages or refugee camps. The unit includes a solar PV power source, a lead-acid battery for intermediate energy storage, a battery charger equipped with single cell batteries, a charge controller to manage power flow, and a protective suitcase to house the equipment.",2014
1150,Improving Irrigation in Remote Areas: Multi-Objective Optimization of a Treadle Pump,"Water-lifting technologies in rural areas of the developing world have enormous potential to stimulate agricultural and economic growth. The treadle pump, a human-powered low-cost pump designed for irrigation in developing countries, can help farmers maximize financial return on small plots of land by ending their dependency on rain-fed irrigation systems. The treadle pump uses a suction piston to draw groundwater to the surface by way of a foot-powered treadle attached to each suction piston. Current treadle pump designs lift water from depths up to 7 meters at a flow-rate of 1–5 liters per second. This work seeks to optimize the design of the Dekhi style treadle pump, which has gained significant popularity due to its simplicity. A mathematical model of the working fluid and treadle pump structure has been developed in this study. Deterministic optimization methods are then employed to maximize the flow rate of the groundwater pumped, maximize the lift height, and minimize the volume of material used for manufacturing. Design variables for the optimization included the dimensions of the pump, well depth, and speed of various parts of the system. The solutions are subject to constraints on the geometry of the system, the bending stress in the treadles, and ergonomic factors. Findings indicate that significant technical improvements can be made on the standard Dekhi design, such as increasing the size of the pump cylinders and hose, while maintaining a standard total treadle length. These improvements could allow the Dekhi pump to be implemented in new regions and benefit additional rural farmers in the developing world.",2014
1151,Template Driven Conceptual Design of High Speed Trains,"Conceptual design of multidisciplinary systems begins with a description of requirements and proceeds with a solution at a high abstraction level. A systematic and rigorous approach is required to evaluate complex systems and can be achieved by mapping the interactions between disciplines. Research has shown that the use of geometry in the early stages act as enablers for high fidelity analyses as required information can be extracted from the model. In the paper, Knowledge Based Engineering is used with the aim of managing the added complexity as it supports design automation and reuse. This article describes a configuration tool, which allows for quick generation of train geometry using High Level CAD Templates. The tool was created as part of a research project, with the primary objective of the development of a robust framework for a Multidisciplinary Design Optimization process which can support design of high-speed trains.",2014
1152,Creating Faultable Network Models of Complex Engineered Systems,"This paper presents a new methodology for modeling complex engineered systems using complex networks for failure analysis. Many existing network-based modeling approaches for complex engineered systems “abstract away” the functional details to focus on the topological configuration of the system and thus do not provide adequate insight into system behavior. To model failures more adequately, we present two types of network representations of a complex engineered system: a uni-partite architectural network and a weighted bi-partite behavioral network. Whereas the architectural network describes physical inter-connectivity, the behavioral network represents the interaction between functions and variables in mathematical models of the system and its constituent components. The levels of abstraction for nodes in both network types affords the evaluation of failures involving morphology or behavior, respectively. The approach is shown with respect to a drivetrain model. Architectural and behavioral networks are compared with respect to the types of faults that can be described. We conclude with considerations that should be employed when modeling complex engineered systems as networks for the purpose of failure analysis.",2014
1153,Toward a Value-Driven Design Approach for Complex Engineered Systems Using Trade Space Exploration Tools,"Design decision-making involves trade-offs between many design variables and attributes, which can be difficult to model and capture in complex engineered systems. To choose the best design, the decision-maker is often required to analyze many different combinations of these variables and attributes and process the information internally. Trade Space Exploration (TSE) tools, including interactive and multi-dimensional data visualization, can be used to aid in this process and provide designers with a means to make better decisions, particularly during the design of complex engineered systems. In this paper, we investigate the use of TSE tools to support decision-makers using a Value-Driven Design (VDD) approach for complex engineered systems. A VDD approach necessitates a rethinking of trade space exploration. In this paper, we investigate the different uses of trade space exploration in a VDD context. We map a traditional TSE process into a value-based trade environment to provide greater decision support to a design team during complex systems design. The research leverages existing TSE paradigms and multi-dimensional data visualization tools to identify optimal designs using a value function for a system. The feasibility of using these TSE tools to help formulate value functions is also explored. A satellite design example is used to demonstrate the differences between a VDD approach to design complex engineered systems and a multi-objective approach to capture the Pareto frontier. Ongoing and future work is also discussed.",2014
1154,Optimal Configuration of Valves and Plumbing Lines in Complex Housing,"In engineering design, the volume and weight of a number of systems consisting of valves and plumbing lines often need to be minimized. In current practice, this is facilitated under empirical experience with trial and error, which is time-consuming and may not yield the optimal result. This problem is intrinsically difficult due to the challenge in the formulation of optimization problem that has to be computationally tractable. In this research, we choose a sequential approach towards the design optimization, i.e., first optimizing the placement of valves under prescribed constraints to minimize the volume occupied, and then identifying the shortest paths of plumbing lines to connect the valves. In the first part, the constraints are described by analytical expressions, and two approaches of valve placement optimization are reported, i.e., a two-phase method and a simulated annealing-based method. In the second part, a three-dimensional routing algorithm is explored to connect the valves. Our case study indicates that the design can indeed be automated and design optimization can be achieved under reasonable computational cost. The outcome of this research can benefit both existing manufacturing practice and future additive manufacturing.",2014
1155,Integrated Multiscale Robust Design Considering Microstructure Evolution and Material Properties in the Hot Rolling Process,"A transmission gear is generally produced by a sequence of several processes from steelmaking to final machining and surface treatment. The intermediate processes such as hot rolling induce microstructure evolution and phase transformation which play a significant role in determining the mechanical properties and fatigue strength of gears. Therefore, these intermediate processes should be carefully considered in determining the performance and properties of the end product.",2014
1156,Evolution of Meso-Structures for Non-Pneumatic Tire Development: A Case Study,"The evolution of meso-structures in the development of the shear band of Michelin’s non-pneumatic tire, the Tweel, is presented in this paper. Designers and researchers at Clemson University worked on a research projects with Michelin to support NIST efforts in fuel efficiency improvement and NASA efforts in manned exploration systems. The goal of each was to replace the elastomeric material of shear band with materials which can tolerate harsh temperatures and shear loads or to replace the materials with linear elastic low-hysteretic loss materials. The concepts initially proposed by ideation method were prototyped for physical testing. A case study examining the documentation reports for each project is conducted to provide a reflective understanding of how the evolution in the projects occurred. The goal of developing this retrospective is to try to identify guidelines and approaches that could be integrated into a designer driven systematic approach for custom design of meso-structures.",2014
1157,Hot Forging of Automobile Steel Gear Blanks: An Exploration of the Solution Space,"In this paper, we explore the design space associated with the realization of automobile steel gear blanks manufactured using hot forging. ABAQUS, a commercially available software package, is used to simulate the hot forging process. Surrogate models are developed and used to model the solution space. Then the compromise Decision Support Problem (cDSP) is used to explore the feasible space. Results are presented as ternary plots that allow a designer to visualize the trade-offs between competing goals such as reducing the size of the underfill, reducing the flash (excess material), waste of forged materials, energy required for deformation and crack susceptibility, on various possible solutions. The efficacy of the exploration of the design space and trade-offs between competing solutions is illustrated.",2014
1158,Inverse Design of Manufacturing Process Chains,"Finding the input specifications to obtain the specified performance of a component being designed is an essential activity of a designer. However, obtaining solutions for this inverse problem is a complex task; especially when there are multiple steps with many-to-one mappings at each step in the forward problem. This complexity is further augmented in the presence of uncertainty of the parameters and models used.",2014
1159,An Approach to Robust Process Design for Continuous Casting of Slab,"Continuous casting is a crucial step in the production of a variety of steel products. Its performance is measured in terms of conflicting objectives including productivity, yield, quality and production costs. These are conflicting in the sense that, if the productivity is increased, there is a reduction in other performance parameters. These performance parameters are greatly influenced by operating conditions such as casting speed, superheat, mold oscillation frequency, and secondary cooling conditions. An optimized solution for continuous casting process can be obtained. However uncertainty in operating parameters which affects the performance of caster is rarely considered. Moreover, the solution obtained is optimal with respect to a particular performance measure and does not provide a balance between all. In this paper an integrated design framework has been developed based on metamodels and the compromise Decision Support Problem (cDSP). The framework developed deals with uncertainty and yields robust solutions for performance measures. Further, the design space for continuous casting has been explored for different scenarios to determine satisficing solutions. The utility of the framework has been illustrated for providing decision support when an existing configuration for continuous casting is unable to meet the requirements. This approach can be instantiated for other unit operations involved in steel manufacturing and then may be integrated to simulate the entire production cycle of steel manufacturing. This in turn will enable development of materials with specific properties and reduce the time and cost incurred in the development of new materials and their manufacturing.",2014
1160,Exploration of the Design Space in Continuous Casting Tundish,"Due to the stringent requirements of industry, it has become extremely important to have a careful control over the required performance and properties of steels. Performance and properties of advanced high strength steel depend significantly on its cleanliness. Cleanliness is achieved by restricting the inclusion count to a permissible limit. Over the past few years, there has been increased use of tundish, a device that acts as a buffer between ladle and mold, for controlling inclusions. Apart from facilitating inclusion removal, tundish also maintains low dead volume and thermal and chemical homogeneity, which is required for smooth casting operation. Thus, performance of the tundish operation greatly influences the properties and quality of the cast slab. Tundish performance is generally assessed using parameters such as inclusion removal efficiency, dead volume within tundish and effectiveness in maintaining the desired amount of superheat. But, the aforesaid parameters are conflicting in nature. Managing the conflict and providing a satisficing solution based on the customer requirements become essential.",2014
1161,A Multi-Scale Materials Modeling Method With Seamless Zooming Capability Based on Surfacelets,"In multi-scale materials modeling, it is desirable that different levels of details can be specified in different regions of interest without the separation of scales so that the geometric and physical properties of materials can be designed and characterized. Existing materials modeling approaches focus on the representation of the distributions of material compositions captured from images. In this paper, a multi-scale materials modeling method is proposed to support interactive specification and visualization of material microstructures at multiple levels of details, where designer’s intent at multiple scales is captured. This method provides a feature-based modeling approach based on a recently developed surfacelet basis. It has the capability to support seamless zoom-in and zoom-out. The modeling, operation, and elucidation of materials are realized in both the surfacelet space and the image space.",2014
1162,"Bayesian Network Classifiers and Design Flexibility Metrics for Set-Based, Multiscale Design With Materials Design Applications","A set-based approach is presented for solving multi-scale or multi-level design problems. The approach incorporates Bayesian network classifiers (BNC) for mapping design spaces at each level and flexibility metrics for intelligently narrowing the design space as the design process progresses. The approach is applied to a hierarchical composite materials design problem, specifically, the design of composite materials with macroscopic mechanical stiffness and loss properties surpassing those of conventional composites. This macroscopic performance is achieved by embedding small volume fractions of negative stiffness (NS) inclusions in a host material. To design these materials, the set-based, multilevel design approach is coupled with a hierarchical modeling strategy that spans several scales, from the behavior of microscale NS inclusions to the effective properties of a composite material containing those inclusions and finally to the macroscopic performance of components. The approach is shown to increase the efficiency of multi-level design space exploration, and it is particularly appropriate for top-down, performance-driven design, as opposed to bottom-up, trial-and-error modeling. The design space mappings also build intuitive knowledge of the problem and promising regions of the design space, such that it is almost trivial to identify designs that yield preferred system-level performance.",2014
1163,A Machine Learning-Based Design Representation Method for Designing Heterogeneous Microstructures,"In designing microstructural materials systems, one of the key research questions is how to represent the microstructural design space quantitatively using a descriptor set that is sufficient yet small enough to be tractable. Existing approaches describe complex microstructures either using a small set of descriptors that lack sufficient level of details, or using generic high order microstructure functions of infinite dimensionality without explicit physical meanings. We propose a new machine learning-based method for identifying the key microstructure descriptors from vast candidates as potential microstructural design variables. With a large number of candidate microstructure descriptors collected from literature covering a wide range of microstructural material systems, a 4-step machine learning-based method is developed to eliminate redundant microstructure descriptors via image analyses, to identify key microstructure descriptors based on structure-property data, and to determine the microstructure design variables. The training criteria of the supervised learning process include both microstructure correlation functions and material properties. The proposed methodology effectively reduces the infinite dimension of the microstructure design space to a small set of descriptors without a significant information loss. The benefits are demonstrated by an example of polymer nanocomposites optimization. We compare designs using key microstructure descriptors versus using empirically-chosen microstructure descriptors to validate the proposed method.",2014
1164,"Constraint Satisfaction Approach to the Design of Multi-Component, Multi-Phase Alloys",The development of new materials must start with an understanding of their phase stability. Researchers have used the CALPHAD method to develop self-consistent databases encoding the thermodynamics of phases. In this ,2014
1165,Efficient Filtering in Topology Optimization via B-Splines,"This paper presents a B-spline based approach for topology optimization of three-dimensional (3D) problems where the density representation is based on B-splines. Compared with the usual density filter in topology optimization, the new B-spline based density representation approach is advantageous in both memory usage and CPU time. This is achieved through the use of tensor-product form of B-splines. As such, the storage of the filtered density variables is linear with respect to the effective filter size instead of the cubic order as in the usual density filter. Numerical examples of 3D topology optimization of minimal compliance and heat conduction problems are demonstrated. We further reveal that our B-spline based density representation resolves the bottleneck challenge in multiple density per element optimization scheme where the storage of filtering weights had been prohibitively expensive.",2014
1166,Domain Composition Method for Structural Optimization,"Conventionally, design domain of topology optimization is predefined and is not adjusted in the design optimization process since designers are required to specify the design domain in advance. However, it is difficult for a fixed design domain to satisfy design requirements such as domain sizing adjustment or boundaries change. In this paper, Domain Composition Method (DCM) for structural optimization is presented and it deals with the design domain adjustment and the material distribution optimization in one framework. Instead of treating design domain as a whole, DCM divides domain into several subdomains. Additional scaling factors and subdomain transformations are applied to describe changes between different designs. It then composites subdomains and solve it as a whole in the updated domain. Based on the domain composition, static analysis with DCM and sensitivity analysis are derived. Consequently, the design domain and the topology of the structure are optimized simultaneously. Finally, the effectiveness of the proposed DCM for structural optimization is demonstrated through different numerical examples.",2014
1167,Projection-Based Topology Optimization Using Discrete Object Sets,"We look to expand the reach of continuum topology optimization to include the design of ‘structures’ that gain functionality or are specifically manufactured from discrete, non-overlapping objects. While significant advancements have been made in restricting the geometric properties of topology-optimized structures, including restricting the minimum and maximum length scale of features, continuum topology optimization is still largely limited to monolithic structures. A wide variety of structures and materials, however, gain their stiffness or functionality from discrete objects, such as fiber-reinforced composites. This work examines a recently developed method for optimizing the distribution of discrete objects (2d inclusions) across a design domain and extends the approach to variable shape and variable sized objects that must be selected from a designer-defined set. This essentially enables simultaneous optimization of object sizes, shapes, and/or locations within the projection framework, without need for additional constraints. As in traditional topology optimization, gradient-based optimizers are used with sensitivity information estimated via the adjoint method, solved using finite element analysis. The algorithm is demonstrated on benchmark problems in structural design for the case where the objects are stiff inclusions embedded in a compliant matrix material.",2014
1168,A Hybrid Approach to Polygon Offsetting Using Winding Numbers and Partial Computation of the Voronoi Diagram,"In this paper we present a new, efficient algorithm for computing the “raw offset” curves of 2D polygons with holes. Prior approaches focus on (a) complete computation of the Voronoi Diagram, or (b) pair-wise techniques for generating a raw offset followed by removal of “invalid loops” using a sweepline algorithm. Both have drawbacks in practice. Robust implementation of Voronoi Diagram algorithms has proven complex. Sweeplines take ",2014
1169,Topology Preserving Digitization of Physical Prototypes Using Deformable Subdivision Models,"Physical prototyping is an important stage of product design where designers have a chance to physically evaluate and alter digitally created surfaces. In these scenarios, designers generate a digital model, manufacture and alter the prototype as needed, and redigitize the prototype through scanning. Despite the variety of reverse engineering tools, redigitizing the prototypes into forms amenable to further digital editing remains a challenge. This is because current digitization methods cannot take advantage of the key elements of the original digital model such as the wireframe topology and surface flows. This paper presents a new reverse engineering method that augments conventional digitization with the knowledge of the original digital model’s curve topology to enhance iterative shape design activities. Our algorithm takes as input a curve network topology forming a subdivision control cage and a 3D scan of the physically modified prototype. To facilitate the digital capture of the physical modifications, our algorithm performs a series of registration, correspondence and deformation calculations to compute the new configuration of the initial control cage. The key advantage of the proposed technique is the preservation of the edge flows and initial topology while transferring surface modifications from prototypes. Our studies show that the proposed technique can be particularly useful for bridging the gap between physical and digital modeling in the early stages of product design.",2014
1170,Challenges in Designing and Manufacturing Fully Optimized Functional Gradient Material Objects,"Functionally Gradient Materials (FGM) smoothly transition from one material to another within a single object, allowing engineers to customize the physical response of different regions of the object by modifying the material composition at each region. New FGM research makes design, manufacturing, and use of FGM objects a promising alternative to homogeneous objects or composites with one direction of gradation. Heterogeneous anisotropic artifacts can be manufactured with specific 3D printing processes and potentially bring significant increases in functionalities. However, many challenges exist while designing and manufacturing these objects. This paper explores these challenges and suggests needed research. In particular the ability to model FGM objects, setup and run optimization algorithms, create manufacturing process plans, and control the manufacturing process all need more research and better software tools. In addition, researchers must rigorously test optimally designed FGM objects in order to validate the FGM object properties and the FGM design process before adoption of FGM objects by industry is likely to occur.",2014
1171,Optimization of Tooth Root Profile of Spur Gears for Maximum Load-Carrying Capacity,"Increasing the strength of the gear tooth is a recurrent demand from industry. The authors report a novel approach to the design of tooth-root profile of spur gears using cubic splines, with the aim of investigating the effect of tooth-root geometry on stress concentration in order to increase the gear tooth strength by optimizing the root profile. An iterative co-simulation procedure, consisting of tooth-root profile shape synthesis via nonlinear programming and finite element analysis software tools is conducted, for the purpose of forming the tooth-root geometry design with the minimum stress concentration. The proposed design was verified to be capable of reducing the stress concentration by 21% over its conventional circular-filleted counterpart. Hence, the results showcase an innovative and sound methodology for the design of the tooth-root profile to increase gear load-carrying capacity.",2014
1172,Automatic Detection and Extraction of Tolerance Stacks in Mechanical Assemblies,"Tolerances are specified by a designer to allow reasonable freedom by a manufacturer for imperfections and inherent variability without compromising performance. It takes knowledge and experience to create a good tolerance scheme. It is a tedious process driven by the type of parts, their features and controls needed for each one of them. In this paper, we investigate the extent to which GD&T schema development can be automated. Automated tolerance schema generation, requires identifying critical tolerance loops. The tolerance loop is a loop of dimensions between faces of features governing assembly conditions. For this purpose, the first major step is to identify mating features called assembly features. Also, in order to create the tolerance chains we need Local Constraints (assembly feature relationships), Global constraints (part feature relationships) and directions of control. In addition, we have to identify feature patterns since they have associated tolerances according to Dimensioning and Tolerancing Standard ASME Y14.5M. Directions in which these loops lie are also needed; we call them Direction of Control (DoC). Then we can create the GD&T schema, allocate tolerance values, and prepare it for tolerance evaluation. In this paper, we present an approach to automatically identify the dimensional loops based on assembly requirements. Assignment of tolerance values will be covered in future works as it is based on design function.",2014
